"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 29 13:06:58 GMT 2023","Mon May 29 13:06:58 GMT 2023","210","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","setFilterRoomsAndVerifyResultSearch","setFilterRoomsAndVerifyResultSearch(RoomEnum) Проверить выдачу ЖК после примения фильтра Комнатность 4 на странице /novostroyki",""
"broken","Mon May 29 13:06:58 GMT 2023","Mon May 29 13:06:58 GMT 2023","216","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","setPriceFromFilter","setPriceFromFilter(String, String) Ввести значение 15000000 в фильтр Цена от и проверить появление тега От 15 млн. ₽",""
"broken","Mon May 29 13:06:57 GMT 2023","Mon May 29 13:06:57 GMT 2023","289","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchCity","Проверить результаты поиска ЖК по городу на странице /novostroyki",""
"passed","Mon May 29 13:07:19 GMT 2023","Mon May 29 13:07:20 GMT 2023","879","","ru.prudnikova.api.tests.profile.ProfileTests","","ru.prudnikova.api.tests.profile.ProfileTests","changeUsername","Изменение имени пользователя",""
"broken","Mon May 29 13:07:00 GMT 2023","Mon May 29 13:07:00 GMT 2023","209","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","followingAboutLink","Переход по ссылке 'O компании'",""
"passed","Mon May 29 13:07:29 GMT 2023","Mon May 29 13:07:31 GMT 2023","1835","","ru.prudnikova.api.tests.auth.AuthTests","","ru.prudnikova.api.tests.auth.AuthTests","auth","Авторизация пользователя",""
"broken","Mon May 29 13:06:57 GMT 2023","Mon May 29 13:06:58 GMT 2023","210","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","setFilterRoomsAndVerifyResultSearch","setFilterRoomsAndVerifyResultSearch(RoomEnum) Проверить выдачу ЖК после примения фильтра Комнатность 2 на странице /novostroyki",""
"broken","Mon May 29 13:06:59 GMT 2023","Mon May 29 13:06:59 GMT 2023","212","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchNovostroyka","Проверить результаты поиска по ЖК на странице /novostroyki",""
"broken","Mon May 29 13:06:55 GMT 2023","Mon May 29 13:06:55 GMT 2023","444","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchDeveloper","Проверить результаты поиска ЖК по застройщику на странице /novostroyki",""
"broken","Mon May 29 13:06:59 GMT 2023","Mon May 29 13:06:59 GMT 2023","194","","ru.prudnikova.web.tests.novostroyki.MoreFilterModalTests","","ru.prudnikova.web.tests.novostroyki.MoreFilterModalTests","clickCheckboxHousingClassAndVerifyResultSearch","Проверить выдачу на странице /novostroyki  после примения фильтра Класс жилья",""
"broken","Mon May 29 13:07:11 GMT 2023","Mon May 29 13:07:12 GMT 2023","282","","ru.prudnikova.web.tests.auth.AuthTests","","ru.prudnikova.web.tests.auth.AuthTests","registrationNewUserSuccessful","Позитивная проверка регистрации нового пользователя",""
"passed","Mon May 29 13:07:27 GMT 2023","Mon May 29 13:07:29 GMT 2023","2689","","ru.prudnikova.api.tests.auth.AuthTests","","ru.prudnikova.api.tests.auth.AuthTests","logout","Логаут пользователя",""
"broken","Mon May 29 13:07:00 GMT 2023","Mon May 29 13:07:01 GMT 2023","208","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","followingContactsLink","Переход по ссылке 'Контакты'",""
